   -1.66955900,    0.88112402
   -1.68560398,    0.84553403
   -1.66853499,    0.88045299
   -1.68367600,    0.84451598
   -1.66954696,    0.88111502
   -1.68391204,    0.84441400
   -1.68348598,    0.84412599
   -1.66929495,    0.88088900
   -1.67085600,    0.88208699
   -1.69261599,    0.85772699
   -1.68992901,    0.84751999
   -1.66838706,    0.88188201
   -1.68035698,    0.85874701
   -1.68966496,    0.83587497
   -1.67517495,    0.86573303
   -1.67181504,    0.88373899
   -1.68231404,    0.85797203
   -1.69083405,    0.85522902
   -1.68013000,    0.86050302
